name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id,google_name,google_rating,google_nbrating,google_address,google_type,google_lat,google_lon,distance
Campanile Paris Sud Issy Les Mo Hotel Vanves,4bd8a1e12ecdce7222e0d0f2,48.82295959222578,2.2840504304330214,,Vanves,"['PARC D ACTIVITES', 'Vanves', 'France']",Hotel,92170,0,0,ChIJZ-1W_ot65kcRyaqLdxZk_AE,Hotel ibis Paris Issy Les Moulineaux Val de Seine,3.8,619,"213 Rue Jean Jacques Rousseau, 92130 Issy-les-Moulineaux, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8223065,2.257805,1.928603011087322
Hotel De La Mairie,50596b42e4b02a61e26d273e,48.823419,2.272769,92130,Issy-les-Moulineaux,"['4 rue Auguste Gervais', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,0,ChIJW36APT5w5kcRE2-GpdJPysQ,Hôtel de la Mairie,,,"14 Rue Pétel, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84077560000001,2.2991532,2.7345465165406946
Classics Hotel Parc des Expositions,4c34cd8f213c2d7f5e1c395d,48.82338934315397,2.2731062329296394,92130,Issy-les-Moulineaux,"['6 Rue Auguste Gervais', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,3,ChIJF5dAFoJ65kcRXooqiUa4hDA,Hôtel BootCamp by HappyCulture,4.1,283,"6 Rue Auguste Gervais, 92130 Issy-les-Moulineaux, France","['lodging', 'point_of_interest', 'establishment']",48.8233365,2.2729174,0.015059886671481903
Classic Hotel,514cca6fe4b07ab0c2be5879,48.82341202532181,2.2730879071203667,,,['France'],Hotel,92130,0,0,ChIJF5dAFoJ65kcRXooqiUa4hDA,Hôtel BootCamp by HappyCulture,4.1,283,"6 Rue Auguste Gervais, 92130 Issy-les-Moulineaux, France","['lodging', 'point_of_interest', 'establishment']",48.8233365,2.2729174,0.015076505311075511
Room 604,5214b03e11d27593ae6b3be4,48.823534,2.2730759999999997,,Paris,"['Paris', 'France']",Bed & Breakfast,92130,0,0,,,,,,,,,['']
Adagio Porte de Versailles,4e3ef9fad164b52911c19ff5,48.83072410192776,2.280843084884449,92130,Issy-les-Moulineaux,"['16 rue Eliane Jeannin Garreau', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,13,ChIJezwtUHFw5kcRXg0zjaZRue4,Aparthotel Adagio Porte de Versailles,3.7,701,"16 Rue Eliane Jeannin-Garreau, 92130 Issy-les-Moulineaux, France","['lodging', 'point_of_interest', 'establishment']",48.8312553,2.281326699999999,0.06892238356031787
Hôtel Océania Paris Porte de Versailles,4baf8af1f964a520ec083ce3,48.83045019514152,2.284402596545703,75015,Paris,"[""52 rue d'Oradour-sur-Glâne"", '75015 Paris', 'France']",Hotel,92130,0,67,ChIJk0QEunFw5kcRZWlV5S9F5rY,Hôtel Oceania Paris Porte de Versailles,4.1,1343,"52 Rue d'Oradour-sur-Glane, 75015 Paris, France","['night_club', 'bar', 'lodging', 'point_of_interest', 'establishment']",48.8303023,2.2842872,0.018500865232557614
OKKO HOTELS Paris Porte de Versailles,5932b8ed4aa3f81b1c3eb1a2,48.83271665905608,2.278323355915408,75015,Paris,"['2 rue du Colonel Avia', '75015 Paris', 'France']",Hotel,75015,15,29,ChIJoe6UJXRw5kcROzDW8BFoEHA,Okko Hotels Paris Porte De Versailles,4.5,614,"2 Rue du Colonel Pierre Avia, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8325632,2.2781527,0.02117100914069802
Hôtel Izzy by HappyCulture,57dfd5f0498e779b85f533f0,48.828733899999996,2.2832114,92130,Issy-les-Moulineaux,"['3 rue Georges Marie', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,1,ChIJqX4R9HBw5kcRHhGIe4HvtZg,Hôtel Izzy by HappyCulture,3.8,232,"3 Rue Georges Marie, 92130 Issy-les-Moulineaux, France","['lodging', 'point_of_interest', 'establishment']",48.8287748,2.2831222,0.007973729720413282
Hôtel Luxor,50a212c0c84cc1ef7905585b,48.82878851756803,2.28249884043587,92130,Issy-les-Moulineaux,"['24 rue Ernest Renan', '92130 Issy-les-Moulineaux', 'France']",Hostel,92130,0,1,ChIJx8V1SYQVSRQRUo4ZK01ndCg,Hilton Luxor Resort & Spa,4.7,869,"El-Karnak, Luxor, Luxor Governorate, Egypt","['spa', 'lodging', 'point_of_interest', 'establishment']",25.7304138,32.6566215,3673.2223401955266
Adagio City Aparthotel Paris XV,4adcda04f964a520053221e3,48.83086020048804,2.2820292399454414,75015,Paris,"[""20 rue d'Oradour-sur-Glane"", '75015 Paris', 'France']",Hotel,92130,0,22,ChIJMyacW3Fw5kcR9vedBNXSP1A,Aparthotel Adagio Paris XV,3.6,714,"20 Rue d'Oradour-sur-Glane, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.831139,2.282146,0.03216758158474287
Classics Hotel Porte de Versailles,4df85471ae608a367ce96986,48.82872390900209,2.283096202522464,92130,Issy-les-Moulineaux,"['3 rue Georges Marie', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,3,ChIJqX4R9HBw5kcRHhGIe4HvtZg,Hôtel Izzy by HappyCulture,3.8,232,"3 Rue Georges Marie, 92130 Issy-les-Moulineaux, France","['lodging', 'point_of_interest', 'establishment']",48.8287748,2.2831222,0.005972635198358062
Hotel Gabriel,4ba4f454f964a52004c838e3,48.82786290417209,2.2733559557323706,92130,Issy-les-Moulineaux,"['32, bd des Frères voisins', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,9,ChIJCduESZ165kcRPgunVHeXAK4,Hotel Gabriel Issy Paris,3.4,221,"32 Boulevard des Frères Voisin, 92130 Issy-les-Moulineaux, France","['gym', 'health', 'lodging', 'point_of_interest', 'establishment']",48.8278202,2.2733023,0.006170350987792262
Le Mas d'Artagny,4f7bebc1e4b0f002b4685963,48.830812,2.282079,,,['France'],Hotel,92130,0,0,,,,,,,,,['']
달걀민박,51d4743b498e71c832182e9c,48.82695244588045,2.2800875371429776,,,['France'],Bed & Breakfast,92130,0,0,ChIJMf8R-Xlw5kcROQzchdCj6Yk,달걀민박,3.9,21,"6 Passage de l'Industrie, 92130 Issy-les-Moulineaux, France","['lodging', 'point_of_interest', 'establishment']",48.82688409999999,2.2800765,0.0076435805956354885
L'aeroclub,52c3039111d2b0c3cfb8961e,48.826821,2.279001,,,['France'],Hotel,92130,0,0,ChIJk1nNie9v5kcRHxTn8Fa6j8I,Aero Club of France,4.5,101,"6 Rue Galilée, 75116 Paris, France","['point_of_interest', 'establishment']",48.8674415,2.2911238,4.604067961611566
Hôtel Médian,4de56c79fa764cf4bec8372a,48.83617174312476,2.2790783643722534,75015,Paris,"['1 boulevard Victor', '75015 Paris', 'France']",Hotel,75015,15,14,ChIJdfIVOXVw5kcRPImm1OcJOlY,Hôtel Median Paris Porte de Versailles,3.9,523,"1 Boulevard Victor, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8361956,2.2787324,0.025535942177870072
Hôtel Porte de Versailles (PVH),4adcda03f964a520a93121e3,48.83501551388064,2.2823711565356994,75015,Paris,"['11 boulevard Victor', '75015 Paris', 'France']",Hotel,75015,15,9,ChIJTXrFjW1w5kcRmBFWuPvxhjo,Porte de Versailles Hôtel,4,186,"11 Boulevard Victor, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83516400000001,2.282541,0.020691449113354864
Cercle Militaire,4e7e4d68be7b719d7115c387,48.84133127963742,2.2817978818563254,75015,Paris,"['50 Rue Lacordaire', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJIeCpXMpv5kcRmFYl4KVVtxw,Cercle National des Armées,4.4,115,"8 Place Saint-Augustin, 75008 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8752907,2.3200528,4.705530743534308
Waytostay,4d41e547aed776eb9f656897,48.8399,2.2846,75015,Paris,"['Avenue Félix Faure, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,345.21609829324336
Hôtel du Parc Saint-Charles,4adcda02f964a5206c3121e3,48.83698143276766,2.277472286795573,75015,Paris,"['243 Rue Saint Charles', '75015 Paris', 'France']",Hotel,75015,15,3,ChIJfZYkMnVw5kcRnAL7A-H04bU,Hotel Du Parc Saint Charles,2.6,97,"243 Rue Saint-Charles, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8371925,2.2775166,0.02369641540048561
Hôtel Mon Reve,4adcda03f964a520bd3121e3,48.84003200985176,2.2848809107245898,75015,Paris,"['76 avenue Félix Faure', '75015 Paris', 'France']",Hotel,75015,15,2,ChIJ2Wh7IerMiEcR8nAJQ6WXtWs,Hotel Mon Reve,4.5,67,"Via Giomein, 45, 11021 Breuil-Cervinia, Valtournenche, AO, Italy","['lodging', 'point_of_interest', 'establishment']",45.9381926,7.635578900000001,516.7868966135337
Hotel Le Carrosse,4b978dbdf964a520860835e3,48.835495154401045,2.2858601357150463,75015,Paris,"['88 rue Desnouettes', '75015 Paris', 'France']",Hostel,75015,15,0,ChIJAXLs93Jw5kcRTeBFiVM68FY,Hotel Le Carrosse,3.6,41,"88 Rue Desnouettes, 75015 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8348459,2.2844514,0.12612934762019082
Edgar Suites,5d2658a696ba5e00236a728a,48.83757,2.284584,75015,Paris,"['75015 Paris', 'France']",Hotel,75015,15,0,ChIJETw6HaRx5kcRc97Z6WHCNXU,Edgar Suites - Expo Paris Porte de Versailles,4.8,37,"1 bis Villa Thoreton, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8375688,2.2845221,0.004546003236767038
Péniche Le Fleuron,502933a9e4b00bbc7b2f7f04,48.840430324054786,2.2707153977683507,,Paris,"['Pont de Garigliano', 'Paris', 'France']",Hostel,75015,15,0,ChIJrXqeIqd65kcRoH2rLWX4xU4,Le Fleuron,4.2,13,"Port Javel bas, 75015 Paris, France","['point_of_interest', 'establishment']",48.8406276,2.2706723,0.02216532384329008
Résidence Lacordaire,5232176711d2136211e07c3e,48.84137970413235,2.2820287216139525,75015,Paris,"['50 Rue Lacordaire', '75015 Paris', 'France']",Resort,75015,15,0,ChIJF8DMDQxw5kcR3PvliLSKujw,Résidence Lacordaire,3.7,20,"50 Rue Lacordaire, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.841415,2.2818136,0.01627128073474724
Le Richemont,4d14ecda85fc6dcb7c319c4e,48.842856,2.279816,75015,Paris,"['22 rue Balard', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJPxSNXyZy5kcRDCxUsSqKxi4,Hôtel Le Richemont,4,232,"17 Rue Jean-Colly, 75013 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.82790509999999,2.3689945,6.754652071932821
Waytostay,4d41e4e4aed776eb63556897,48.84117,2.28079,75015,Paris,"['Rue Balard, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,344.9532034944004
Hotel Parc St. Charles,4e3822798877541e90ec3a0f,48.837052,2.277139,,Paris,"['Paris', 'France']",Hotel,75015,15,0,ChIJfZYkMnVw5kcRnAL7A-H04bU,Hotel Du Parc Saint Charles,2.6,97,"243 Rue Saint-Charles, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8371925,2.2775166,0.031819880073779894
Hôtel Novotel Paris Tour Eiffel,4adcda03f964a520eb3121e3,48.84966163567228,2.2836917638778687,75015,Paris,"['61 quai de Grenelle', '75015 Paris', 'France']",Hotel,75015,15,226,ChIJZxFlNARw5kcRcfKfmkPZows,Novotel Tour Eiffel Hotel,4,3183,"61 Quai de Grenelle, 75015 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8498731,2.2831456,0.046472895975658915
Adagio Paris Tour Eiffel,4ff4ce35e4b05ae5230ca326,48.84993901830529,2.28536614970222,75015,Paris,"['14-18 rue du Théãtre', '75015 Paris', 'France']",Hotel,75015,15,67,ChIJX9RX8QRw5kcRY3XmGsyKyGI,Aparthotel Adagio Paris Centre Tour Eiffel,3.7,1540,"14 Rue du Théâtre, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8497099,2.28591,0.04735328566778126
Hôtel Auteuil Tour Eiffel,4c5ac29867ac0f47dc6b074c,48.850503340950965,2.2754287482427813,75016,Paris,"['8-10 rue Félicien David', '75016 Paris', 'France']",Hotel,75016,16,30,ChIJg5hXyKl65kcR7akTh62Xq34,Hotel Auteuil Tour Eiffel,4,280,"8-10 Rue Félicien David, 75016 Paris, France","['spa', 'bar', 'health', 'lodging', 'point_of_interest', 'establishment']",48.850637,2.275293,0.017893753902569823
Yooma Urban Lodge,5925b611a423626ef4d35b77,48.85084434916715,2.2848975557612925,75015,Paris,"['51 quai de Grenelle', '75015 Paris', 'France']",Hotel,75015,15,20,ChIJ5_-sRARw5kcRUyQsODbZQlU,YOOMA Urban Lodge,4.2,876,"51 Quai de Grenelle, 75015 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8508301,2.284442,0.0334707899525676
HotelHome Paris 16,4bcc5bfaaeaaeee134ed3d6d,48.85071489983015,2.267316491686947,,Paris,"['36 Rue George Sand', 'Paris', 'France']",Hotel,75016,16,1,ChIJv4EiTq565kcRhZe1QWaOr0I,HotelHome Paris 16,4.1,46,"36 Rue George Sand, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85061930000001,2.2674592,0.01492373736823763
Hôtel Beaugrenelle Saint-Charles,4e84bdaa2fb6611bdfd7031e,48.847260910853535,2.285866829019482,75015,Paris,"['82 rue Saint Charles', '75015 Paris', 'France']",Hotel,75015,15,7,ChIJE_qtiw9w5kcRkhuOFnpPhXc,Hotel Beaugrenelle Saint Charles Tour Eiffel,3.8,233,"82 Rue Saint-Charles, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.847244,2.285906999999999,0.0034970691309479194
Mercure Paris Plaza Pont Mirabeau,4db35c604b226b343d778c10,48.84640116077214,2.278825610534685,75015,Paris,"['10 avenue Émile Zola (Pont Mirabeau)', '75015 Paris', 'France']",Hotel,75015,15,20,ChIJvQlIXghw5kcRW28lcJdRWrA,Mercure Paris Pont Mirabeau Hotel,3.9,277,"10 Avenue Emile Zola, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8460777,2.2788747,0.036151019606635235
Platine Hotel,4e5e27843151819897b3141e,48.847608721057995,2.2832061055911503,75015,Paris,"['20 rue Ingénieur Robert Keller', '75015 Paris', 'France']",Hotel,75015,15,21,ChIJB7CbigVw5kcReP-eWZofVRM,Platine Hôtel,4.3,387,"20 Rue de l'Ingénieur Robert Keller, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8473459,2.2832408,0.02933819952347812
Hotel Mirabeau Eiffel,53695a6211d247e4230c8f9e,48.844073958332274,2.279676125025038,75015,,"['35 rue Sébastien Mercier', '75015', 'France']",Hotel,75015,15,5,ChIJf-WWEQlw5kcRK9lFv-BqS28,Hôtel Mirabeau Eiffel Paris,3.6,183,"35 Rue Sébastien Mercier, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8440761,2.2796837,0.0006048659725493413
Hôtel Ribera,505b5c34e4b00f840bb518f6,48.850463,2.270494,75016,Paris,"['66 rue Jean de la Fontaine (Rue Ribéra)', '75016 Paris', 'France']",Hotel,75016,16,1,ChIJW5-q1q565kcR5RUVxasHlAw,HOTEL RIBERA,2.7,72,"66 Rue Jean de la Fontaine, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8505175,2.2706362,0.012068385137646282
Jouvênay,4ea19d82e5facb29c6e74420,48.84569978120389,2.268110672688162,,,['France'],Bed & Breakfast,75016,16,0,,,,,,,,,['']
Hôtel Félicien Paris,4bd5e907cfa7b713daa926da,48.84944074823388,2.274378563943017,75016,Paris,"['21 rue Félicien David', '75016 Paris', 'France']",Hotel,75016,16,14,ChIJRU_9Wqh65kcRfiMNrCG5Kn0,Hôtel Félicien,4.1,232,"21 Rue Félicien David, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84932999999999,2.2743673,0.012343672442295906
Oh! My Suite,565b6174498e0aff383c4aac,48.84766611924029,2.2842370147143845,75015,Paris,"['33 Rue Linois (Rue Émeriau)', '75015 Paris', 'France']",Bed & Breakfast,75015,15,0,ChIJUXkbz3l65kcR_Wcm09OvlYo,OH MY SUITE,,,"14 Rue Paul Bert, 92140 Clamart, France","['point_of_interest', 'establishment']",48.808227,2.2698653,4.511037402697058
mercure syracuse,542b47fc498efa8eed6b6bb5,48.848773,2.284247,,,['France'],Resort,75015,15,0,ChIJYRRcb5rOExMRWX2ZNkp9vnI,Hotel Mercure Siracusa Prometeo,4.5,544,"Viale Teracati, 20, 96100 Siracusa SR, Italy","['lodging', 'point_of_interest', 'establishment']",37.07612509999999,15.2819764,1678.8577870219963
P V Tour Eiffel Hotel,4bd74b2a304fce721b5433ab,48.84950890246145,2.286007562799763,,Paris,"['14 Rue Du Theatre', 'Paris', 'France']",Hotel,75015,15,0,ChIJX9RX8QRw5kcRY3XmGsyKyGI,Aparthotel Adagio Paris Centre Tour Eiffel,3.7,1540,"14 Rue du Théâtre, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8497099,2.28591,0.023471159003286755
Waytostay,4d41e4eeaed776ebb8576897,48.8501,2.2851,75015,Paris,"['Péniche Nova, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,344.2553937873551
La Villathèna 2,50618c52e4b0f6baef9c9db1,48.84697180722532,2.272413859253901,,,['France'],Hotel,75016,16,0,ChIJedMQakpu5kcRpez7lcXXbi4,Hôtel Villathena,4.2,268,"23 Rue d'Athènes, 75009 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8778971,2.3276531,5.31553323377114
파리지앵,4e6e9b8c22711f9baafbe1cd,48.8491,2.2840580000000004,,파리,"['파리', 'France']",Hostel,75015,15,0,ChIJA2WozONv5kcRDN_4jmUSXBk,Bateaux Parisiens,4.3,8649,"Port de la Bourdonnais, 75007 Paris, France","['travel_agency', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.860385,2.293565,1.4358573537564154
Hôtel Eiffel Kennedy,4adcda01f964a520563121e3,48.85281949945198,2.276093441016564,75016,Paris,"['12 rue de Boulainvilliers', '75016 Paris', 'France']",Hotel,75016,16,3,ChIJkzEBAKp65kcR40fXc8940pM,Hôtel Eiffel Kennedy,4,122,"12 Rue de Boulainvilliers, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8529885,2.2759167,0.022835261816851117
Hôtel Square,4f416487e4b0740e7bcbe518,48.851521903639814,2.277560234069824,75016,Paris,"['3 rue de Boulainvilliers', '75016 Paris', 'France']",Hotel,75016,16,0,ChIJddXmQAdw5kcRQ5LWkw0p0Fw,Hotel Square,3.7,54,"3 Rue de Boulainvilliers, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85158200000001,2.2776086,0.0075672543785077
Villathéna 2,51556f64e4b0133954461781,48.847087,2.272652,75016,Paris,"['5 rue Mirabeau', '75016 Paris', 'France']",Hotel,75016,16,0,ChIJedMQakpu5kcRpez7lcXXbi4,Hôtel Villathena,4.2,268,"23 Rue d'Athènes, 75009 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8778971,2.3276531,5.293918622749055
room 3002,534863d1498ea75b67c70fdf,48.84995594651348,2.2828597042400602,,,['France'],Hotel,75015,15,0,,,,,,,,,['']
Hôtel Passerelle des Arts,59a45e17a8eb606ea8db5cef,48.851346,2.279939,75016,Paris,"['1 avenue du Président Kennedy', '75016 Paris', 'France']",Hotel,75016,16,0,ChIJMblf3gZw5kcRjFzAGKok5_Y,Passerelle des Arts,4.8,10,"Voie Georges Pompidou, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85137899999999,2.279736999999999,0.015272112300448329
Hôtel Brach,5bd97fb41fa763002cbcf8ba,48.861217475473325,2.2750818729400635,75116,Paris,"['1-7 rue Jean Richepin', '75116 Paris', 'France']",Hotel,75116,16,11,ChIJ70mPt1Vl5kcRTwF6NCOWUYs,Brach Paris,4.2,171,"1-7 Rue Jean Richepin, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86127,2.27534,0.019820272306541216
Hôtel Aéro,50ad1e6ae4b03e5da3f18d82,48.857621,2.277763,75016,Paris,"['3 place de Passy', '75016 Paris', 'France']",Resort,75016,16,1,ChIJqR-z4v9v5kcRsgsVFaORZdM,Hôtel Aéro,3.8,181,"3 Place de Passy, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8575857,2.2779972,0.01762828321274365
Hotel Passy Eiffel,4e217006aeb70263952f9652,48.858403549218046,2.2835683435149656,75116,Paris,"['10 rue de Passy', '75116 Paris', 'France']",Hotel,75116,16,25,ChIJyUfL5f1v5kcRnuBBb6j5kok,Hôtel Passy Eiffel,4.5,370,"10 Rue de Passy, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85842,2.28348,0.0067357553157297865
Best Western Premier Trocadero,4e1c86831838367bcf6dbad8,48.85834462231689,2.2795145702413784,,Paris,"['5 bis Rue de Messenet', 'Paris', 'France']",Hotel,75116,16,12,ChIJqbnXzf9v5kcRbPGzZSJESN8,Hôtel TROCADERO LA TOUR Best Western Premier,4.2,139,"5bis Rue Massenet, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8583127,2.2795075,0.0035876948161969787
Hôtel Villa Nicolo,4bb65760941ad13a3b461fe3,48.85811715065571,2.2805726094366405,75016,Paris,"['3 rue Nicolo', '75016 Paris', 'France']",Hotel,75116,16,9,ChIJiS1ZMP5v5kcRCE-IqAHfZd4,Villa Nicolo,4.5,133,"3 Rue Nicolo, 75116 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8581843,2.280667,0.010185141029830177
Hôtel Eiffel Trocadéro,4fdc0fd0e4b019d606a58ac4,48.86134612640864,2.2863359386966704,75016,Paris,"['35 rue Benjamin Franklin', '75016 Paris', 'France']",Hotel,75116,16,12,ChIJG4VFRuNv5kcR5jfjnphdgi4,Hôtel Eiffel Trocadéro,4.2,191,"35 Rue Benjamin Franklin, 75116 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.861354,2.2863598,0.001957556751294231
Hotel La Maison FL,4b3071e3f964a520a6f924e3,48.858805268699896,2.2840728679739364,75116,Paris,"['6 rue de la Tour', '75116 Paris', 'France']",Hotel,75116,16,17,ChIJM9Cswf1v5kcRR4V1SM3UA3I,Hotel Maison FL,4.5,214,"6 Rue de la Tour, 75116 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8588303,2.2841252,0.004742851764180803
Hôtel Hameau de Passy,4adcda02f964a520843121e3,48.858105916229384,2.2793794307770523,75016,Paris,"['48 rue de Passy', '75016 Paris', 'France']",Hotel,75116,16,9,ChIJYwTA1P9v5kcRC4J4fdBRpdI,Hôtel Hameau de Passy,4.1,196,"48 Rue de Passy, 75016 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.857826,2.279679,0.03810790972195336
